Country Name,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
2006,7.418,9.645,14.539,6.365,3.3,5.926905491,1.555,7.762,9.346,4,5.96,6.4,9,6.2,11.791,9.6,11.006,12.785,6.092,14.9,2.43,6.31,9.086,14.2,4.856,7.1,8.12,6.022,8.009,3.56,6.918,12.44,18.137,7,11.28587385,8.1,8.331,5.476,6.81,14.174,12.801,13.12,10.435,5.152,8.954,5.89,4.26,7.104494109,7.34,8,3.445729756,6.783,10.2,10,9.744,7.5,10.2,6.025,4.651,6.815016388,7.410364797,6.851832878,11.7510083,10.47366265,5.032,6.342,9.231839419,9.671,8.3,12.9,10.517,9.675890554,11.65770601,9.1,7.484,8.3,8.7,7.552,10.96,9.4,12.542,9.192,,12.954,9.753,13.095,12.232,9.6,7.684,7.8,5.497,4.688,7.251,8.273262233,5.5,4.742,11.54693115,11.341,10.292,13.1,7.489354956,8.137648416,10.35472947,11.22581877,7.087,9.919790977,,7.958,,6.7,5.039,5.728,6.3,5.5,9.6,7.068,3.914,8.53,10.27,9.848,7.4,7.214,7.247,,5,2.53,5.840240212,8.181,3.984,11.637,4.528,6.33,5.859891302,10.2675351,11.15206176,6.3,5.779,8.467444287,8.116142788,20.433,7.352723975,13.7,8,14.9,3.75,3.7,5.559,,12.042,8.249,3.809,5.199419187,4.869,,7.825486556,9.067,14.492,7.9,9.347,5.44137292,10.273,6.924,,14.436,8.835,7.4,14.733,4.541,7.991567608,13.647,4.7,13.683,15.836,5.094,8.3,8.9,7.218,,6.75,7.911844421,3.011,10.65606308,8.034,4.856,5.311,5.478,7.2,8.84,9.7,12.67357569,7.29,8.698,9.7,5.391,3.9,6.529531663,8.883348027,4.786,1.497,12.2,15.2,10.799,7.782988288,3.546,8.951,8.749,4.4,5.039,18.312,6.742,7.5,13.935,13.88,12.86277946,13.608,12.85358286,9.654665811,6.844,7.22,9.9,9.1,10,18.566,3.6,7.8,3.443,,16.295,6.791088797,11.58897239,11.629,7.141,6.333,7.399,5.817789102,7.569,5.458491858,7.024,7.782988288,12.85358286,7.652,5.922,5.959,,11.053,12.092,16.2,7.231470806,9.308,8.1,5.271090805,7.295,5.274,,5.8,5.664,5.571,8.143440465,5.941,7,6.927,13.897,13.51,17.586
2007,7.527,9.287,13.815,6.518,2.8,5.848556688,1.508,7.749,9.502,,5.976,6.7,9,6.3,11.36,9.5,10.739,12.225,5.987,15,2.388,6.383,9.271,13.7,4.76,7,7.941,6.016,8.099,3.634,6.743,11.658,17.727,7.1,11.38941109,8.1,8.24,5.511,6.93,13.806,12.496,12.694,9.912,5.169,8.79,5.932,4.325,7.124117706,7.406,7.9,2.95863459,6.779,10.2,10.1,9.601,,10.2,6.019,4.639,6.879510507,7.297317266,6.925233526,11.48294752,10.40030922,5.037,6.313,9.319782755,9.443,8.5,13,9.932,9.759568165,11.36412358,9.3,7.63,8.3,7.9,7.503,10.595,9.4,12.711,8.947,,12.379,9.547,12.765,12.005,9.9,7.863,8,5.407,4.724,7.226,8.301150472,5.7,4.682,11.10653951,11.798,10.113,13.2,7.458787523,8.049513282,10.04289033,10.92815577,6.965,9.60076377,9.8,7.839,,6.4,5.025,5.716,6.2,5.6,9.8,7.127,3.891,8.71,10.22,9.158,7.2,6.991,7.194,,5,2.504,5.851247589,7.967,3.936,11.036,4.557,6.327,5.872173347,9.920893476,10.74301431,6.4,5.832,8.324627577,8.026820691,20.434,7.380393566,14.1,8.1,15,3.73,3.7,5.436,,12.059,8.017,3.738,5.155328437,4.961,,7.762499714,9.215,13.916,7.6,9.236,5.406224759,10.293,6.843,,14.099,8.717,6.9,13.766,4.565,7.911231803,13.234,5,13.073,15.409,5.089,8.1,8.9,7.095,,6.75,7.945602448,2.95,10.31524081,7.92,4.874,5.305,5.497,7.5,8.703,9.9,12.23435563,7.44,8.778,9.8,5.398,3.675,6.56184404,8.918425698,4.817,1.409,12.1,14.6,9.75,7.664939229,3.53,8.734,8.363,4.5,4.972,17.503,6.769,7.2,13.667,13.92,12.39213207,13.166,12.38310144,9.429021036,6.551,7.144,10,9.2,10,18.28,3.2,7.4,3.581,,15.909,6.855344157,11.37713003,11.291,7.154,6.141,7.337,5.828457497,7.194,5.42561011,7.068,7.664939229,12.38310144,7.673,5.995,5.903,,10.605,11.456,16.4,7.23778446,9.296,8,5.11500451,7.357,5.333,,6.7,5.686,5.541,8.074258712,5.925,7,6.691,13.624,12.625,16.964
2008,7.648,8.932,13.085,6.65,2.8,5.78020753,1.467,7.735,9.621,,5.999,6.7,9,6,10.936,9.8,10.497,11.672,5.892,14.8,2.357,6.451,9.446,13.8,4.685,6.8,7.769,6.017,8.19,3.706,6.603,10.817,17.283,7.2,11.37212514,8,8.162,5.549,7.06,13.407,12.191,12.295,9.42,5.191,8.614,5.97,4.39,7.153261505,7.491,8.6,2.964391585,6.772,10.1,10.3,9.458,,9.9,6.018,4.637,6.951538788,7.18463179,7.013200472,11.36031262,10.3775525,5.047,6.283,9.400783004,9.218,8.4,12.5,9.383,9.818898049,11.07742893,9.2,7.771,8.5,7.9,7.417,10.189,9.4,12.863,8.724,,11.854,9.356,12.427,11.771,9.7,8.079,7.6,5.319,4.766,7.199,8.384615142,6,4.628,10.67666074,11.8,9.943,13,7.442512441,7.973744448,9.742549145,10.64051613,6.849,9.293691053,,7.72,,6.3,4.996,5.677,6.3,5.4,9.9,7.187,3.869,9.1,9.74,8.516,7.1,6.802,7.143,,5,2.472,5.868149092,7.765,3.907,10.501,4.615,6.37,5.890459666,9.582874756,10.35118285,5.8,5.896,8.17927772,7.949610178,20.236,7.444824545,13.7,7.4,14.2,3.709,3.7,5.339,,12.018,7.796,3.671,5.112159304,5.06,,7.712127502,9.339,13.387,7.9,9.116,5.378978193,10.283,6.756,,13.735,8.593,7.2,12.76,4.591,8.011064921,12.687,4.8,12.477,15.002,5.083,8.2,8.7,6.989,,6.85,8.0299554,2.894,9.957407051,7.804,4.892,5.302,5.529,8.4,8.576,10,11.80349004,7.61,8.82,9.9,5.404,3.521,6.595861783,9.009832684,4.866,1.33,12.3,14.5,8.799,7.547981705,3.51,8.521,7.987,4.4,4.902,16.716,6.797,6,13.4,13.97,11.92050038,12.742,11.91290745,9.185118531,6.287,7.081,9.9,9.1,9.9,17.773,3.8,7.6,3.813,,15.489,6.92781676,11.29008803,10.926,7.164,5.984,7.285,5.84471451,6.892,5.399993,7.109,7.547981705,11.91290745,7.7,6.067,5.841,,10.146,10.836,16.3,7.272356103,9.295,8.1,5.083453285,7.46,5.397,,6.7,5.718,5.526,8.024498185,5.907,7,6.488,13.206,11.736,16.066
2009,7.78,8.584,12.367,6.756,3.2,5.725300256,1.431,7.722,9.699,,6.026,6.5,9.3,5.9,10.519,9.6,10.282,11.141,5.807,14.5,2.337,6.513,9.606,14.1,4.631,7.2,7.604,6.027,8.279,3.772,6.495,9.965,16.816,7.1,11.43433358,8.1,8.098,5.588,7.08,12.994,11.887,11.926,8.974,5.218,8.429,5.997,4.456,7.188431488,7.597,7.9,3.132327567,6.763,10.3,10.4,9.314,,9.9,6.022,4.643,6.949897436,7.071819644,7.007769735,10.9816645,10.20650301,5.059,6.252,9.417976779,8.992,8.3,12.1,8.883,9.847344306,10.8026014,9.3,7.899,8.5,7.9,7.297,9.76,9,12.992,8.528,,11.395,9.179,12.084,11.526,9.8,8.325,7.8,5.233,4.814,7.171,8.300993905,5.9,4.578,10.26421858,11.8,9.782,13,7.373532409,7.858057309,9.450267129,10.34704972,6.744,9.001473686,,7.602,,6.3,4.955,5.608,6.3,5.2,10,7.249,3.849,9.1,8.88,7.948,6.7,6.644,7.091,,5,2.437,5.891098519,7.574,3.895,10.044,4.7,6.457,5.91413592,9.258293187,9.98398629,6.4,5.961,8.017819801,7.831651371,19.858,7.423519306,13.3,7.3,14,3.687,3.8,5.269,,11.922,7.583,3.603,5.077803424,5.163,,7.615482996,9.437,12.91,7.8,8.989,5.361104477,10.25,6.66,,13.336,8.464,7.4,11.754,4.619,7.820846556,12.039,5.1,11.901,14.622,5.075,8.1,8.6,6.897,,6.73,7.963076394,2.843,9.578576518,7.686,4.909,5.3,5.572,8.5,8.458,10.1,11.38727495,7.78,8.818,9.9,5.407,3.515,6.613786682,8.880377354,4.932,1.263,12.6,14.1,7.979,7.432747005,3.488,8.315,7.632,4.3,4.829,15.961,6.824,6.266666667,13.135,14.2,11.45974268,12.344,11.45337634,8.922595325,6.053,7.038,9.8,9.2,9.7,17.08,3.1,7.8,4.127,,15.047,6.926236382,10.98815846,10.548,7.175,5.856,7.245,5.866580108,6.664,5.382175677,7.147,7.432747005,11.45337634,7.732,6.135,5.772,,9.68,10.235,15.3,7.233617594,9.305,7.9,4.8,7.606,5.471,,6.6,5.759,5.523,7.912046352,5.883,7,6.32,12.677,10.869,14.942
2010,7.918,8.25,11.68,6.841,2.8,5.681657407,1.403,7.708,9.739,,6.055,6.5,9.2,5.9,10.113,9.7,10.094,10.645,5.734,14.9,2.327,6.566,9.747,14.5,4.597,7.3,7.448,6.045,8.368,3.831,6.414,9.146,16.329,7,11.42948365,8,8.046,5.631,7.11,12.58,11.583,11.587,8.582,5.247,8.244,6.005,4.521,7.239167338,7.721,8.4,2.953863888,6.756,10.2,10.5,9.156,8.295945145,9.8,6.03,4.656,6.957354479,6.969856591,7.040006294,10.98477525,10.19355811,5.072,6.218,9.420777397,8.764,8.2,11.9,8.441,9.840067896,10.54139931,9.5,8.007,8.5,7.2,7.15,9.323,8.9,13.088,8.359,,11.002,9.014,11.741,11.273,9.8,8.585,9,5.15,4.864,7.143,8.348050101,6,4.534,9.874695166,11.8,9.629,13,7.337205063,7.772707704,9.184851593,10.0887713,6.653,8.731465647,,7.492,,6.1,4.905,5.514,6.4,5.2,9.9,7.31,3.832,9.5,8.95,7.467,6.6,6.512,7.031,,5.1,2.404,5.918696547,7.394,3.9,9.662,4.8,6.577,5.942030638,8.951825941,9.645664939,6.6,6.02,7.885976677,7.746673542,19.325,7.444076526,13.6,7.4,14.3,3.668,3.8,5.225,,11.788,7.375,3.529,5.054126019,5.266,,7.553077815,9.511,12.481,7.3,8.858,5.348913145,10.21,6.562,,12.89,8.33,7.3,10.789,4.649,7.896336789,11.342,4.8,11.353,14.27,5.063,8.2,8.5,6.815,,6.53,8.012932538,2.794,9.191110977,7.568,4.925,5.299,5.623,8.1,8.348,9.9,10.99051779,7.833,8.781,10,5.408,3.511,6.613498912,8.94643915,5.011,1.211,12.8,14.2,7.31,7.324815781,3.464,8.122,7.305,4.4,4.752,15.25,6.848,6.533333333,12.869,14.2,11.01998581,11.984,11.01425936,8.649268524,5.848,7.017,9.9,9.1,9.6,16.233,4.1,7.4,4.495,,14.598,6.934304024,10.98247399,10.175,7.191,5.746,7.214,5.89281294,6.505,5.370064548,7.179,7.324815781,11.01425936,7.77,6.194,5.697,,9.212,9.659,15.2,7.234536152,9.324,7.995,4.9,7.79,5.56,,6.6,5.81,5.526,7.849112606,5.848,7.1,6.189,12.085,10.051,13.679
2011,8.061,7.936,11.039,6.915,,5.644353247,1.382,7.694,9.753,,6.085,6.6,9.1,5.9,9.728,9.4,9.928,10.195,5.673,14.7,2.324,6.606,9.87,14.3,4.582,6.6,7.304,6.071,8.454,3.887,6.356,8.391,15.817,7.1,11.31672317,7.8,8.002,5.677,7.14,12.176,11.277,11.273,8.241,5.277,8.065,5.991,4.587,7.271759215,7.862,8.5,3.183993198,6.753,10.2,10.6,8.966,,9.4,6.039,4.67,6.967146595,6.876978328,7.075334547,10.56376688,9.987458635,5.082,6.178,9.420009011,8.536,8.3,11.5,8.06,9.813141596,10.29202771,9.4,8.086,8.4,8,6.991,8.893,8.7,13.146,8.211,,10.657,8.863,11.404,11.014,10,8.838,8.4,5.07,4.915,7.123,8.390382465,6,4.497,9.511177093,11.9,9.48,12.9,7.269439174,7.66640605,8.937056401,9.84338271,6.579,8.481554846,,7.393,,6.2,4.857,5.401,6.2,5.3,10,7.368,3.818,9.9,8.72,7.07,6.5,6.401,6.959,,5.1,2.38,5.95136238,7.225,3.92,9.338,4.901,6.712,5.975435441,8.66633567,9.336234001,6.8,6.076,7.75253166,7.640758963,18.669,7.410232028,13.6,7.4,13.9,3.657,3.9,5.199,,11.642,7.173,3.445,5.037984103,5.369,3.7,7.465425788,9.566,12.09,7.8,8.726,5.338681407,10.18,6.468,,12.387,8.191,7.3,9.903,4.683,7.9761472,10.652,5.2,10.838,13.942,5.05,8.1,8.4,6.74,,6.86,8.059626557,2.745,8.82918958,7.454,4.94,5.299,5.674,8.3,8.24,9.9,10.61555069,8,8.727,9.7,5.407,3.508,6.525787819,8.970500172,5.098,1.173,12.5,13.5,6.79,7.226913992,3.441,7.946,7.013,4.5,4.672,14.597,6.87,6.8,12.601,14.2,10.60808269,11.669,10.6031783,8.385660349,5.669,7.019,9.6,9.1,9.5,15.266,5.1,7.9,4.878,,14.161,6.944951746,10.60774023,9.826,7.213,5.643,7.189,5.923795081,6.401,5.35990516,7.205,7.226913992,10.6031783,7.815,6.241,5.619,,8.751,9.114,14.5,7.188569062,9.349,8.073,4.9,8.004,5.676,,6.6,5.867,5.529,7.767543653,5.795,7,6.094,11.483,9.304,12.384
2012,8.205,7.645,10.451,6.996,3.9,5.60853393,1.369,7.68,9.761,,6.116,6.6,9.4,5.9,9.373,9.8,9.775,9.789,5.625,15,2.326,6.634,9.981,13.4,4.58,6.5,7.175,6.106,8.54,3.944,6.316,7.713,15.28,7.1,11.49672886,8,7.963,5.728,7.15,11.787,10.968,10.978,7.937,5.307,7.897,5.961,4.654,7.316631549,8.015,8.2,3.27845485,6.758,10.3,10.8,8.735,,9.4,6.048,4.685,6.965719987,6.79756469,7.083431293,10.4200604,10.06558535,5.089,6.132,9.702832042,8.311,8.6,11.7,7.734,10.0685601,10.05343898,9.6,8.137,8.7,8.5,6.839,8.481,8.9,13.168,8.072,,10.331,8.723,11.082,10.753,10.6,9.065,8,4.996,4.963,7.117,8.512184335,6.1,4.468,9.172788653,12.1,9.333,13,7.229866535,7.585170222,8.708403757,9.616089457,6.518,8.251472387,,7.312,,6.3,4.82,5.281,6.1,5.3,10.3,7.42,3.809,10,8.54,6.73,6.5,6.308,6.875,,5.3,2.369,5.989774561,7.07,3.952,9.046,4.99,6.84,6.013873614,8.402228205,9.05147625,6.1,6.135,7.645337111,7.557074291,17.936,7.410253318,13.7,7.3,14.3,3.657,4,5.181,,11.513,6.98,3.353,5.021388108,5.471,,7.400389291,9.616,11.72,8.1,8.598,5.327333486,10.177,6.388,,11.832,8.047,7.4,9.113,4.722,8.00192411,10.012,5.1,10.359,13.623,5.038,8.4,8.4,6.672,,6.82,8.175880564,2.695,8.518343618,7.349,4.954,5.302,5.719,9.4,8.128,10.1,10.25968337,8.1,8.683,10.2,5.406,3.505,6.576302583,9.094031094,5.185,1.148,12.7,13.3,6.384,7.145092994,3.422,7.788,6.753,4.5,4.592,14.008,6.891,7.1,12.331,14.2,10.22394734,11.399,10.21981113,8.17165677,5.509,7.039,9.7,9.4,9.7,14.226,5.4,7.4,5.229,,13.752,6.944117053,10.51158202,9.514,7.241,5.542,7.167,5.960327232,6.332,5.348601442,7.225,7.145092994,10.21981113,7.866,6.274,5.547,,8.305,8.605,14.5,7.162483137,9.376,8.102,4.9,8.234,5.822,,6.7,5.93,5.527,7.717647697,5.727,7,6.03,10.918,8.637,11.167
2013,8.347,7.38,9.921,7.096,,5.571310947,1.363,7.665,9.774,,6.151,6.4,9.4,5.8,9.052,9.8,9.628,9.426,5.589,14.4,2.331,6.651,10.088,13.2,4.588,6.8,7.062,6.147,8.625,4.009,6.288,7.122,14.725,7.2,11.41056152,8,7.925,5.785,7.16,11.417,10.657,10.696,7.659,5.339,7.744,5.918,4.722,7.361125195,8.175,8.1,3.23618841,6.772,10.4,11.1,8.462,,9.3,6.058,4.699,6.966666241,6.731974325,7.086606347,10.21692662,9.961483975,5.094,6.081,9.665635095,8.093,8.3,11.6,7.455,10.01046246,9.823359743,9.5,8.165,8.7,7.6,6.709,8.096,9,13.158,7.935,,10.003,8.59,10.779,10.496,10.2,9.252,7.9,4.932,5.007,7.13,8.528881076,6,4.446,8.859262906,11.8,9.185,12.8,7.191125766,7.506601599,8.491638899,9.396340455,6.471,8.035476012,,7.251,,6.4,4.799,5.164,6.7,5.2,10,7.463,3.805,10.1,8,6.428,6.1,6.228,6.781,,5.3,2.376,6.032656041,6.93,3.995,8.763,5.056,6.947,6.056137821,8.159701161,8.787837909,6.7,6.204,7.551531879,7.478926111,17.177,7.393880628,14,7,14.3,3.671,4,5.163,,11.424,6.8,3.256,5.001795718,5.572,,7.339830108,9.669,11.358,7.6,8.48,5.312917398,10.208,6.331,,11.24,7.9,7.5,8.43,4.767,8.113328288,9.458,5.2,9.916,13.307,5.031,8.4,8.1,6.611,,6.65,8.204776686,2.643,8.219847773,7.257,4.969,5.309,5.754,10.9,8.008,10.2,9.923155969,8.1,8.671,10.2,5.407,3.501,6.543622442,9.119779402,5.267,1.132,12.4,13,6.059,7.081159754,3.41,7.649,6.522,4.6,4.516,13.483,6.913,7.5,12.06,14,9.86891705,11.171,9.865577055,7.956981019,5.364,7.071,9.6,9.4,9.4,13.171,4.7,8,5.51,,13.38,6.945284538,10.32806333,9.244,7.279,5.435,7.145,6.001288047,6.276,5.334190957,7.239,7.081159754,9.865577055,7.925,6.294,5.484,,7.887,8.138,14.6,7.132779667,9.401,8.215,4.8,8.462,5.997,,6.9,5.994,5.514,7.654374251,5.645,7,5.992,10.43,8.055,10.115
2014,8.488,7.141,9.454,7.219,,5.532235221,1.366,7.651,9.796,4.2,6.188,6.6,9.2,5.8,8.767,9.3,9.481,9.105,5.565,15.1,2.337,6.661,10.194,12.8,4.603,7.6,6.966,6.195,8.708,4.081,6.27,6.634,14.164,7.3,11.37511582,7.8,7.89,5.848,7.16,11.076,10.347,10.424,7.406,5.373,7.608,5.866,4.791,7.417730652,8.338,8.8,2.860000351,6.799,10,10.7,8.157,8.2,9.1,6.068,4.709,6.963437125,6.684918213,7.088940275,10.22340038,9.863562568,5.096,6.027,9.474875004,7.884,8.5,11.8,7.218,9.851926275,9.60455971,9.6,8.174,8.4,8.1,6.611,7.749,8.8,13.121,7.798,,9.67,8.46,10.499,10.245,10.4,9.393,8.2,4.876,5.047,7.162,8.467851831,6.2,4.431,8.571850629,12,9.037,12.8,7.174717202,7.449412456,8.296402392,9.20256511,6.437,7.838750414,,7.212,,6.3,4.795,5.057,6.3,5.2,9.8,7.497,3.806,10.1,7.65,6.161,6.1,6.159,6.68,8.1,5.3,2.403,6.080018955,6.803,4.048,8.485,5.095,7.028,6.105470805,7.939814506,8.544099033,7.2,6.282,7.475622642,7.422287695,16.433,7.403267876,13.7,6.9,14.3,3.7,4.1,5.142,,11.386,6.63,3.157,4.983832351,5.67,,7.301454199,9.73,11.001,7.5,8.377,5.295310395,10.276,6.296,,10.628,7.751,7.7,7.864,4.818,8.143031563,9.009,5.2,9.511,12.994,5.029,8.3,7.9,6.555,,6.88,8.14263577,2.592,7.963677017,7.176,4.985,5.324,5.78,9.5,7.882,9.9,9.608839492,8.5,8.696,10.1,5.412,3.495,6.479750326,9.059076666,5.345,1.127,12.8,13.1,5.801,7.036420803,3.407,7.53,6.319,4.7,4.444,13.025,6.935,7.7,11.793,14.2,9.545812927,10.983,9.543255744,7.771846658,5.232,7.114,9.5,9.2,9.2,12.153,4.7,7.9,5.697,,13.053,6.941812563,10.32685151,9.02,7.327,5.322,7.122,6.046954058,6.225,5.316566911,7.245,7.036420803,9.543255744,7.993,6.301,5.436,,7.503,7.716,14.7,7.129959229,9.423,8.237,4.9,8.678,6.197,,7.1,6.06,5.489,7.595982449,5.554,7,5.974,10.044,7.565,9.277
2015,8.627,6.929,9.052,7.367,,5.491656259,1.377,7.638,9.823,,6.227,6.6,9.6,5.7,8.517,9.8,9.332,8.823,5.549,15.3,2.346,6.671,10.305,12.6,4.624,7.4,6.89,6.25,8.789,4.162,6.257,6.259,13.621,7.4,11.8380896,8.2,7.858,5.917,7.11,10.769,10.046,10.164,7.18,5.41,7.491,5.807,4.862,7.448260423,8.502,8.8,2.87872117,6.838,10.5,11.3,7.842,,9.2,6.081,4.715,6.930100902,6.653098233,7.071541191,10.16226034,10.13557796,5.096,5.971,10.0613514,7.686,9.1,11.6,7.017,10.39815998,9.399565915,9.6,8.172,8.9,7.7,6.549,7.449,9.2,13.062,7.663,,9.337,8.329,10.244,10.002,11.2,9.487,8.4,4.829,5.085,7.213,8.765661637,6.3,4.424,8.312651409,12.9,8.893,13.4,7.155371363,7.392614378,8.114847875,9.018690517,6.419,7.657874324,,7.194,,6.4,4.805,4.965,6.6,5.3,10.7,7.523,3.813,10.3,7.46,5.928,5.8,6.099,6.578,,5.4,2.451,6.130074863,6.691,4.109,8.213,5.111,7.084,6.152445223,7.743407845,8.320659693,6.7,6.368,7.414999701,7.360891535,15.75,7.385542842,14.4,7,14.4,3.743,4.2,5.118,7.6,11.398,6.472,3.058,4.967195137,5.763,,7.25606885,9.801,10.649,7.7,8.295,5.274952895,10.372,6.283,,10.025,7.606,7.7,7.415,4.877,8.335627033,8.669,5.4,9.145,12.686,5.032,8.7,7.8,6.502,,6.87,8.415070619,2.542,7.72708185,7.107,5.003,5.348,5.798,7.7,7.755,10.4,9.320131048,8.084,8.76,10.5,5.422,3.488,6.411086458,9.375666267,5.418,1.131,13.2,13,5.597,7.00988696,3.412,7.428,6.141,4.8,4.38,12.63,6.959,7.1,11.534,14.6,9.256970236,10.826,9.254830546,7.597316998,5.111,7.164,9.9,9.6,9.3,11.235,5.4,7.5,5.771,,12.77,6.907213385,10.34075625,8.841,7.389,5.201,7.098,6.095096311,6.169,5.296165955,7.24,7.00988696,9.254830546,8.07,6.298,5.404,,7.161,7.345,14.9,7.098492321,9.44,8.44,4.9,8.87,6.408,,7.3,6.126,5.45,7.592877394,5.461,7,5.969,9.769,7.169,8.673
